part_number;name;description;price;stock_quantity;manufacturer;weight;dimensions;category_id;image
A023997654564;"Кольцо уплотнительное";"Кольцо уплотнительное";754.00;1;MERCEDES-BENZ;;;1;
MU24G;"Щетка стеклоочистителя";"Щетка стеклоочистителя";426.00;9;MASUMA;;;1;
MU15G;"Щетка стеклоочистителя";"Щетка стеклоочистителя";380.00;1;MASUMA;;;1;
MU019WS;"Щетка стеклоочистителя";"Щетка стеклоочистителя";661.00;1;MASUMA;;;1;
GC2029;"Прокладка крышки клапанов";"Прокладка крышки клапанов";468.00;1;MASUMA;;;3;
OS0392;"Сальник коленвала задний";"Сальник коленвала задний";179.00;2;BGA;;;1;
MU026WS;"Щетка стеклоочистителя";"Щетка стеклоочистителя";745.00;1;MASUMA;;;1;
MA121;"Рычаг задней подвески поперечный";"Рычаг задней подвески поперечный";1452.00;1;MASUMA;;;1;
MOS137;"Кольцо трубы выпускной уплотнительное, к-кт";"Кольцо трубы выпускной уплотнительное, к-кт";67.00;5;MASUMA;;;1;
FS060;"Предохранители флажковые стандарт 7,5А - 30А, набор";"Предохранители флажковые стандарт 7,5А - 30А, набор";160.00;3;MASUMA;;;1;
MPU803;"Мотор насоса топливного с фильтром-сеткой";"Мотор насоса топливного с фильтром-сеткой";1944.00;1;MASUMA;;;1;
TB6702K;"Комплект ремня ГРМ";"Комплект ремня ГРМ";3950.00;1;BGA;;;37;
G1052;"Амортизатор передний правый";"Амортизатор передний правый";3879.00;1;MASUMA;;;12;
MW21522;"Ступица колеса заднего в сборе";"Ступица колеса заднего в сборе";6951.00;1;MASUMA;;;14;
GC2028;"Прокладка крышки клапанов";"Прокладка крышки клапанов";508.00;1;MASUMA;;;3;
538005010;"Насос системы охлаждения";"Насос системы охлаждения";2884.00;1;INA;;;1;
GS21009;"Сайлентблок крепления рейки рулевой";"Сайлентблок крепления рейки рулевой";469.00;2;JIKIU;;;1;
VF9608;"Вискомуфта вентилятора радиатора охлаждения";"Вискомуфта вентилятора радиатора охлаждения";6872.00;1;BGA;;;6;
KJ2467;"Клипса, к-кт";"Клипса, к-кт";11.00;50;MASUMA;;;1;
KJ2483;"Клипса, к-кт";"Клипса, к-кт";11.00;50;MASUMA;;;1;
MPU114;"Мотор насоса топливного с фильтром-сеткой";"Мотор насоса топливного с фильтром-сеткой";1881.00;1;MASUMA;;;1;
KE391;"Клипса, к-кт";"Клипса, к-кт";18.00;50;MASUMA;;;1;
538006210;"Насос системы охлаждения";"Насос системы охлаждения";2745.00;3;INA;;;1;
1017110XED61;"Фильтр масляный Н9, 1017110XED61";"Фильтр масляный Н9, 1017110XED61";804.00;2;"GREAT WALL";;;32;
MA175L;"Рычаг передней подвески нижний левый";"Рычаг передней подвески нижний левый";4595.00;1;MASUMA;;;1;
S100I;"Свеча зажигания иридиевая";"Свеча зажигания иридиевая";442.00;4;MASUMA;;;22;
85033;"Датчик холостого хода";"Датчик холостого хода";8194.00;1;MEAT&DORIA;;;38;
950295;"Фильтр масляный картридж";"Фильтр масляный картридж";268.00;1;TSN;;;32;
980165;"Фильтр топливный";"Фильтр топливный";78.00;2;TSN;;;32;
551015910;"Натяжитель цепи ГРМ";"Натяжитель цепи ГРМ";4156.00;1;INA;;;37;
BH21155;"Сайлентблок рычага передней подвески передний";"Сайлентблок рычага передней подвески передний";2672.00;2;JIKIU;;;1;
BH21139;"Сайлентблок рычага задней подвески продольного передний";"Сайлентблок рычага задней подвески продольного передний";1886.00;2;JIKIU;;;1;
1700116;"Сайлентблок рычага передней подвески нижнего наружный";"Сайлентблок рычага передней подвески нижнего наружный";448.00;2;RTS;;;1;
994635;"Пружина задняя";"Пружина задняя";4296.00;1;SACHS;;;13;
413009310;"Уплотнительное кольцо коленчатого вала";"Уплотнительное кольцо коленчатого вала";243.00;1;INA;;;1;
AMDFL142;"Фильтр масляный картридж";"Фильтр масляный картридж";181.00;2;AMD;;;32;
BH53004;"Сайлентблок рычага задней подвески верхнего";"Сайлентблок рычага задней подвески верхнего";2092.00;4;JIKIU;;;1;
BL33001;"Втулка стабилизатора переднего";"Втулка стабилизатора переднего";569.00;2;JIKIU;;;1;
MA160L;"Рычаг передней подвески поперечный левый";"Рычаг передней подвески поперечный левый";2164.00;1;MASUMA;;;1;
1700268;"Сайлентблок рычага задней подвески верхнего поперечного";"Сайлентблок рычага задней подвески верхнего поперечного";339.00;1;RTS;;;1;
RU735;"Сайлентблок подрамника переднего моста передний";"Сайлентблок подрамника переднего моста передний";844.00;1;MASUMA;;;1;
RU734;"Сайлентблок подрамника переднего моста задний";"Сайлентблок подрамника переднего моста задний";650.00;2;MASUMA;;;1;
101436;Болт;Болт;16.00;6;FEBI;;;1;
RK0100;"Прокладка крышки клапанов, к-кт";"Прокладка крышки клапанов, к-кт";1005.00;1;BGA;;;3;
3928401;"Подшипник опоры амортизатора переднего";"Подшипник опоры амортизатора переднего";2302.00;1;LEMFORDER;;;14;
1700456;"Сайлентблок рычага передней подвески нижнего внутренний";"Сайлентблок рычага передней подвески нижнего внутренний";672.00;1;RTS;;;1;
95995091;"Рычаг передней подвески нижний правый";"Рычаг передней подвески нижний правый";2683.00;1;RTS;;;1;
96995762;"Рычаг передней подвески верхний левый";"Рычаг передней подвески верхний левый";6534.00;1;RTS;;;1;
CD21022;"Пыльник ШРУС вала приводного переднего наружный";"Пыльник ШРУС вала приводного переднего наружный";1806.00;2;JIKIU;;;9;
